username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
densatjo,Gw kalo nyaleg apa lolos? DPRD pasti lolos DPR kemungkinan besar. Pergaulan gw gila. Ada di mana². Jaksel ya melimpah. Banyak yg suka bkn sekedar dikenal. Bukannya gw pamer nih. Keluarga gw besar ribuan orang pada sayang gw. Knp ogah nyaleg? DPD kan bisa? Krn gw golput!,Gw kalo nyaleg apa lolos? DPRD pasti lolos DPR kemungkinan besar. Pergaulan gw gila. Ada di mana². Jaksel ya melimpah. Banyak yg suka bkn sekedar dikenal. Bukannya gw pamer nih. Keluarga gw besar ribuan orang pada sayang gw. Knp ogah nyaleg? DPD kan bisa? Krn gw golput!,gw kalo nyaleg apa lolos? dprd pasti lolos dpr kemungkinan besar. pergaulan gw gila. ada di mana². jaksel ya melimpah. banyak yg suka bkn sekedar dikenal. bukannya gw pamer nih. keluarga gw besar ribuan orang pada sayang gw. knp ogah nyaleg? dpd kan bisa? krn gw golput!,gw kalo nyaleg apa lolos dprd pasti lolos dpr kemungkinan besar pergaulan gw gila ada di mana jaksel ya melimpah banyak yg suka bkn sekedar dikenal bukannya gw pamer nih keluarga gw besar ribuan orang pada sayang gw knp ogah nyaleg dpd kan bisa krn gw golput,"['gw', 'kalo', 'nyaleg', 'apa', 'lolos', 'dprd', 'pasti', 'lolos', 'dpr', 'kemungkinan', 'besar', 'pergaulan', 'gw', 'gila', 'ada', 'di', 'mana', 'jaksel', 'ya', 'melimpah', 'banyak', 'yg', 'suka', 'bkn', 'sekedar', 'dikenal', 'bukannya', 'gw', 'pamer', 'nih', 'keluarga', 'gw', 'besar', 'ribuan', 'orang', 'pada', 'sayang', 'gw', 'knp', 'ogah', 'nyaleg', 'dpd', 'kan', 'bisa', 'krn', 'gw', 'golput']","['saya', 'kalo', 'nyaleg', 'apa', 'lolos', 'dprd', 'pasti', 'lolos', 'dpr', 'kemungkinan', 'besar', 'pergaulan', 'saya', 'gila', 'ada', 'di', 'mana', 'jaksel', 'iya', 'melimpah', 'banyak', 'yang', 'suka', 'bukan', 'sekedar', 'dikenal', 'bukannya', 'saya', 'pamer', 'nih', 'keluarga', 'saya', 'besar', 'ribuan', 'orang', 'pada', 'sayang', 'saya', 'kenapa', 'ogah', 'nyaleg', 'dpd', 'kan', 'bisa', 'karena', 'saya', 'golput']","['saya', 'kalo', 'nyaleg', 'apa', 'lolos', 'dprd', 'pasti', 'lolos', 'dpr', 'mungkin', 'besar', 'gaul', 'saya', 'gila', 'ada', 'di', 'mana', 'jaksel', 'iya', 'limpah', 'banyak', 'yang', 'suka', 'bukan', 'dar', 'kenal', 'bukan', 'saya', 'pamer', 'nih', 'keluarga', 'saya', 'besar', 'ribu', 'orang', 'pada', 'sayang', 'saya', 'kenapa', 'ogah', 'nyaleg', 'dpd', 'kan', 'bisa', 'karena', 'saya', 'golput']","['kalo', 'nyaleg', 'lolos', 'dprd', 'lolos', 'dpr', 'mungkin', 'besar', 'gaul', 'gila', 'mana', 'jaksel', 'limpah', 'banyak', 'suka', 'bukan', 'dar', 'kenal', 'bukan', 'pamer', 'nih', 'keluarga', 'besar', 'ribu', 'orang', 'sayang', 'ogah', 'nyaleg', 'dpd', 'golput']",2.6,positif
ieoeelmik,Kalo sampe Hongjoong sama Jyanisuh nyapres aku golput. Gabisa milih,Kalo sampe Hongjoong sama Jyanisuh nyapres aku golput. Gabisa milih,kalo sampe hongjoong sama jyanisuh nyapres aku golput. gabisa milih,kalo sampe hongjoong sama jyanisuh nyapres aku golput gabisa milih,"['kalo', 'sampe', 'hongjoong', 'sama', 'jyanisuh', 'nyapres', 'aku', 'golput', 'gabisa', 'milih']","['kalo', 'sampai', 'hongjoong', 'sama', 'jyanisuh', 'nyapres', 'saya', 'golput', 'enggak bisa', 'memilih']","['kalo', 'sampai', 'hongjoong', 'sama', 'jyanisuh', 'nyapres', 'saya', 'golput', 'enggak bisa', 'pilih']","['kalo', 'hongjoong', 'jyanisuh', 'nyapres', 'golput', 'enggak bisa', 'pilih']",0.0,netral
KeketSuharyanto,@islah_bahrawi Nyuwun pangapunten njih pak dalem kawulo bingung: menawi njenengan ngungkit2 jejak pelaku pelanggaran HAM 1998 ...lha kok pilpres 2009 ibu ageng nggandeng sang pelaku dados cawapres? Kados pundi meniko? Salam Golput!,@islah_bahrawi Nyuwun pangapunten njih pak dalem kawulo bingung: menawi njenengan ngungkit2 jejak pelaku pelanggaran HAM 1998 ...lha kok pilpres 2009 ibu ageng nggandeng sang pelaku dados cawapres? Kados pundi meniko? Salam Golput!,@islah_bahrawi nyuwun pangapunten njih pak dalem kawulo bingung: menawi njenengan ngungkit2 jejak pelaku pelanggaran ham 1998 ...lha kok pilpres 2009 ibu ageng nggandeng sang pelaku dados cawapres? kados pundi meniko? salam golput!,nyuwun pangapunten njih pak dalem kawulo bingung menawi njenengan ngungkit jejak pelaku pelanggaran ham lha kok pilpres ibu ageng nggandeng sang pelaku dados cawapres kados pundi meniko salam golput,"['nyuwun', 'pangapunten', 'njih', 'pak', 'dalem', 'kawulo', 'bingung', 'menawi', 'njenengan', 'ngungkit', 'jejak', 'pelaku', 'pelanggaran', 'ham', 'lha', 'kok', 'pilpres', 'ibu', 'ageng', 'nggandeng', 'sang', 'pelaku', 'dados', 'cawapres', 'kados', 'pundi', 'meniko', 'salam', 'golput']","['nyuwun', 'pangapunten', 'njih', 'pak', 'dalem', 'kawulo', 'bingung', 'menawi', 'njenengan', 'ngungkit', 'jejak', 'pelaku', 'pelanggaran', 'ham', 'lah', 'kok', 'pilpres', 'ibu', 'ageng', 'nggandeng', 'sang', 'pelaku', 'dados', 'cawapres', 'kados', 'pundi', 'meniko', 'salam', 'golput']","['nyuwun', 'pangapunten', 'njih', 'pak', 'dalem', 'kawulo', 'bingung', 'menawi', 'njenengan', 'ngungkit', 'jejak', 'laku', 'langgar', 'ham', 'lah', 'kok', 'pilpres', 'ibu', 'ageng', 'nggandeng', 'sang', 'laku', 'dados', 'cawapres', 'kados', 'pundi', 'meniko', 'salam', 'golput']","['nyuwun', 'pangapunten', 'njih', 'pak', 'dalem', 'kawulo', 'bingung', 'menawi', 'njenengan', 'ngungkit', 'jejak', 'laku', 'langgar', 'ham', 'lah', 'kok', 'pilpres', 'ibu', 'ageng', 'nggandeng', 'sang', 'laku', 'dados', 'cawapres', 'kados', 'pundi', 'meniko', 'salam', 'golput']",0.0,netral
daniairwansyah,@_Dauph1ne_ @gagal_hijrah Hoax aja itu orang dah bubar lagian klo ngomongin anti demokrasi selama ini di pemilu2 juga yg pro golput bnyak juga dr aktivis2 yg jauh dr kelompok2 yg dikatagorikan gerakan islam,@_Dauph1ne_ @gagal_hijrah Hoax aja itu orang dah bubar lagian klo ngomongin anti demokrasi selama ini di pemilu2 juga yg pro golput bnyak juga dr aktivis2 yg jauh dr kelompok2 yg dikatagorikan gerakan islam,@_dauph1ne_ @gagal_hijrah hoax aja itu orang dah bubar lagian klo ngomongin anti demokrasi selama ini di pemilu2 juga yg pro golput bnyak juga dr aktivis2 yg jauh dr kelompok2 yg dikatagorikan gerakan islam,hoax aja itu orang dah bubar lagian klo ngomongin anti demokrasi selama ini di pemilu juga yg pro golput bnyak juga dr aktivis yg jauh dr kelompok yg dikatagorikan gerakan islam,"['hoax', 'aja', 'itu', 'orang', 'dah', 'bubar', 'lagian', 'klo', 'ngomongin', 'anti', 'demokrasi', 'selama', 'ini', 'di', 'pemilu', 'juga', 'yg', 'pro', 'golput', 'bnyak', 'juga', 'dr', 'aktivis', 'yg', 'jauh', 'dr', 'kelompok', 'yg', 'dikatagorikan', 'gerakan', 'islam']","['hoax', 'saja', 'itu', 'orang', 'deh', 'bubar', 'lagian', 'kalau', 'mengomongkan', 'anti', 'demokrasi', 'selama', 'ini', 'di', 'pemilu', 'juga', 'yang', 'pro', 'golput', 'banyak', 'juga', 'dari', 'aktivis', 'yang', 'jauh', 'dari', 'kelompok', 'yang', 'dikatagorikan', 'gerakan', 'islam']","['hoax', 'saja', 'itu', 'orang', 'deh', 'bubar', 'lagi', 'kalau', 'omong', 'anti', 'demokrasi', 'lama', 'ini', 'di', 'milu', 'juga', 'yang', 'pro', 'golput', 'banyak', 'juga', 'dari', 'aktivis', 'yang', 'jauh', 'dari', 'kelompok', 'yang', 'dikatagorikan', 'gera', 'islam']","['hoax', 'orang', 'deh', 'bubar', 'kalau', 'omong', 'anti', 'demokrasi', 'lama', 'pemilu', 'pro', 'golput', 'banyak', 'aktivis', 'jauh', 'kelompok', 'dikatagorikan', 'gera', 'islam']",0.0,netral
afi_sus,@geloraco Program sirekap lu ga bener sengaja dibikin begitu. Jumlah suara paslon 01+02+03 +golput=jumlah DPT..,@geloraco Program sirekap lu ga bener sengaja dibikin begitu. Jumlah suara paslon 01+02+03 +golput=jumlah DPT..,@geloraco program sirekap lu ga bener sengaja dibikin begitu. jumlah suara paslon 01+02+03 +golput=jumlah dpt..,program sirekap lu ga bener sengaja dibikin begitu jumlah suara paslon golputjumlah dpt,"['program', 'sirekap', 'lu', 'ga', 'bener', 'sengaja', 'dibikin', 'begitu', 'jumlah', 'suara', 'paslon', 'golputjumlah', 'dpt']","['program', 'sirekap', 'lu', 'tidak', 'benar', 'sengaja', 'dibikin', 'begitu', 'jumlah', 'suara', 'paslon', 'golputjumlah', 'dapat']","['program', 'sirekap', 'lu', 'tidak', 'benar', 'sengaja', 'bikin', 'begitu', 'jumlah', 'suara', 'paslon', 'golputjumlah', 'dapat']","['program', 'sirekap', 'tidak', 'benar', 'sengaja', 'bikin', 'jumlah', 'suara', 'paslon', 'golputjumlah']",0.8,positif
kompor_adem,@adearmando61 Karena penuh kecurangan dan jaman secanggih ini banyak ngeles salah input. Belum lagi dipersulit pencoblosan padahal kita dilarang golput. Tahun tahun lalu dimanapun bisa coblos tahun ini ribet banget; sengaja ya takut miskin mereka.,@adearmando61 Karena penuh kecurangan dan jaman secanggih ini banyak ngeles salah input. Belum lagi dipersulit pencoblosan padahal kita dilarang golput. Tahun tahun lalu dimanapun bisa coblos tahun ini ribet banget; sengaja ya takut miskin mereka.,@adearmando61 karena penuh kecurangan dan jaman secanggih ini banyak ngeles salah input. belum lagi dipersulit pencoblosan padahal kita dilarang golput. tahun tahun lalu dimanapun bisa coblos tahun ini ribet banget; sengaja ya takut miskin mereka.,karena penuh kecurangan dan jaman secanggih ini banyak ngeles salah input belum lagi dipersulit pencoblosan padahal kita dilarang golput tahun tahun lalu dimanapun bisa coblos tahun ini ribet banget sengaja ya takut miskin mereka,"['karena', 'penuh', 'kecurangan', 'dan', 'jaman', 'secanggih', 'ini', 'banyak', 'ngeles', 'salah', 'input', 'belum', 'lagi', 'dipersulit', 'pencoblosan', 'padahal', 'kita', 'dilarang', 'golput', 'tahun', 'tahun', 'lalu', 'dimanapun', 'bisa', 'coblos', 'tahun', 'ini', 'ribet', 'banget', 'sengaja', 'ya', 'takut', 'miskin', 'mereka']","['karena', 'penuh', 'kecurangan', 'dan', 'jaman', 'secanggih', 'ini', 'banyak', 'ngeles', 'salah', 'input', 'belum', 'lagi', 'dipersulit', 'pencoblosan', 'padahal', 'kita', 'dilarang', 'golput', 'tahun', 'tahun', 'lalu', 'dimanapun', 'bisa', 'coblos', 'tahun', 'ini', 'ribet', 'banget', 'sengaja', 'iya', 'takut', 'miskin', 'mereka']","['karena', 'penuh', 'curang', 'dan', 'jaman', 'canggih', 'ini', 'banyak', 'ngeles', 'salah', 'input', 'belum', 'lagi', 'sulit', 'coblos', 'padahal', 'kita', 'larang', 'golput', 'tahun', 'tahun', 'lalu', 'mana', 'bisa', 'coblos', 'tahun', 'ini', 'ribet', 'banget', 'sengaja', 'iya', 'takut', 'miskin', 'mereka']","['penuh', 'curang', 'jaman', 'canggih', 'banyak', 'ngeles', 'salah', 'input', 'belum', 'sulit', 'coblos', 'padahal', 'larang', 'golput', 'tahun', 'tahun', 'lalu', 'mana', 'coblos', 'tahun', 'ribet', 'banget', 'sengaja', 'takut', 'miskin']",-6.0,negatif
moxly,@n00tnoot__ @pasisi_ @hyalfay @UGM_FESS lagian aneh golput pun bangga awoakwowk,@n00tnoot__ @pasisi_ @hyalfay @UGM_FESS lagian aneh golput pun bangga awoakwowk,@n00tnoot__ @pasisi_ @hyalfay @ugm_fess lagian aneh golput pun bangga awoakwowk,lagian aneh golput pun bangga awoakwowk,"['lagian', 'aneh', 'golput', 'pun', 'bangga', 'awoakwowk']","['lagian', 'aneh', 'golput', 'pun', 'bangga', 'awoakwowk']","['lagi', 'aneh', 'golput', 'pun', 'bangga', 'awoakwowk']","['aneh', 'golput', 'bangga', 'awoakwowk']",1.0,positif
qawaaaaaaa,@moxly @pasisi_ @hyalfay @UGM_FESS penjilat anies? gua aja golput wkwkwkw. orang ga setuju dengan suatu keputusan apa langsung jadi pendukung paslon lainnya? ckckck dungu,@moxly @pasisi_ @hyalfay @UGM_FESS penjilat anies? gua aja golput wkwkwkw. orang ga setuju dengan suatu keputusan apa langsung jadi pendukung paslon lainnya? ckckck dungu,@moxly @pasisi_ @hyalfay @ugm_fess penjilat anies? gua aja golput wkwkwkw. orang ga setuju dengan suatu keputusan apa langsung jadi pendukung paslon lainnya? ckckck dungu,penjilat anies gua aja golput wkwkwkw orang ga setuju dengan suatu keputusan apa langsung jadi pendukung paslon lainnya ckckck dungu,"['penjilat', 'anies', 'gua', 'aja', 'golput', 'wkwkwkw', 'orang', 'ga', 'setuju', 'dengan', 'suatu', 'keputusan', 'apa', 'langsung', 'jadi', 'pendukung', 'paslon', 'lainnya', 'ckckck', 'dungu']","['penjilat', 'anies', 'gua', 'saja', 'golput', 'wkwkwkw', 'orang', 'tidak', 'setuju', 'dengan', 'suatu', 'keputusan', 'apa', 'langsung', 'jadi', 'pendukung', 'paslon', 'lainnya', 'ckckck', 'dungu']","['jilat', 'anies', 'gua', 'saja', 'golput', 'wkwkwkw', 'orang', 'tidak', 'tuju', 'dengan', 'suatu', 'putus', 'apa', 'langsung', 'jadi', 'dukung', 'paslon', 'lain', 'ckckck', 'dungu']","['jilat', 'anies', 'gua', 'golput', 'wkwkwkw', 'orang', 'tidak', 'tuju', 'suatu', 'putus', 'langsung', 'dukung', 'paslon', 'ckckck', 'dungu']",-2.2,negatif
jbonaporte,@kucing_gantenkk @gagal_hijrah mereka Golput biasakan riset sebelum komen ...ketahuan cerdasnya,@kucing_gantenkk @gagal_hijrah mereka Golput biasakan riset sebelum komen ...ketahuan cerdasnya,@kucing_gantenkk @gagal_hijrah mereka golput biasakan riset sebelum komen ...ketahuan cerdasnya,mereka golput biasakan riset sebelum komen ketahuan cerdasnya,"['mereka', 'golput', 'biasakan', 'riset', 'sebelum', 'komen', 'ketahuan', 'cerdasnya']","['mereka', 'golput', 'biasakan', 'riset', 'sebelum', 'komen', 'ketahuan', 'cerdasnya']","['mereka', 'golput', 'biasa', 'riset', 'belum', 'komen', 'tahu', 'cerdas']","['golput', 'biasa', 'riset', 'belum', 'komen', 'tahu', 'cerdas']",1.0,positif
CH4__15R,Kalau 2024 -2029 partai ² pendukung 01 dan 03 merapat ke gemoy itu tandanya demokrasi sudah mati karena yang namanya demokrasi itu ada partai oposisi . Dan sebagai rakyat yang cerdas lebih Baik golput di pemilu 2029 kalau sampai partai pendukung 01 dan 03 merapat ke gemoy.,Kalau 2024 -2029 partai ² pendukung 01 dan 03 merapat ke gemoy itu tandanya demokrasi sudah mati karena yang namanya demokrasi itu ada partai oposisi . Dan sebagai rakyat yang cerdas lebih Baik golput di pemilu 2029 kalau sampai partai pendukung 01 dan 03 merapat ke gemoy.,kalau 2024 -2029 partai ² pendukung 01 dan 03 merapat ke gemoy itu tandanya demokrasi sudah mati karena yang namanya demokrasi itu ada partai oposisi . dan sebagai rakyat yang cerdas lebih baik golput di pemilu 2029 kalau sampai partai pendukung 01 dan 03 merapat ke gemoy.,kalau partai pendukung dan merapat ke gemoy itu tandanya demokrasi sudah mati karena yang namanya demokrasi itu ada partai oposisi dan sebagai rakyat yang cerdas lebih baik golput di pemilu kalau sampai partai pendukung dan merapat ke gemoy,"['kalau', 'partai', 'pendukung', 'dan', 'merapat', 'ke', 'gemoy', 'itu', 'tandanya', 'demokrasi', 'sudah', 'mati', 'karena', 'yang', 'namanya', 'demokrasi', 'itu', 'ada', 'partai', 'oposisi', 'dan', 'sebagai', 'rakyat', 'yang', 'cerdas', 'lebih', 'baik', 'golput', 'di', 'pemilu', 'kalau', 'sampai', 'partai', 'pendukung', 'dan', 'merapat', 'ke', 'gemoy']","['kalau', 'partai', 'pendukung', 'dan', 'merapat', 'ke', 'gemoy', 'itu', 'tandanya', 'demokrasi', 'sudah', 'mati', 'karena', 'yang', 'namanya', 'demokrasi', 'itu', 'ada', 'partai', 'oposisi', 'dan', 'sebagai', 'rakyat', 'yang', 'cerdas', 'lebih', 'baik', 'golput', 'di', 'pemilu', 'kalau', 'sampai', 'partai', 'pendukung', 'dan', 'merapat', 'ke', 'gemoy']","['kalau', 'partai', 'dukung', 'dan', 'rapat', 'ke', 'gemoy', 'itu', 'tanda', 'demokrasi', 'sudah', 'mati', 'karena', 'yang', 'nama', 'demokrasi', 'itu', 'ada', 'partai', 'oposisi', 'dan', 'bagai', 'rakyat', 'yang', 'cerdas', 'lebih', 'baik', 'golput', 'di', 'milu', 'kalau', 'sampai', 'partai', 'dukung', 'dan', 'rapat', 'ke', 'gemoy']","['kalau', 'partai', 'dukung', 'rapat', 'gemoy', 'tanda', 'demokrasi', 'mati', 'nama', 'demokrasi', 'partai', 'oposisi', 'bagai', 'rakyat', 'cerdas', 'baik', 'golput', 'pemilu', 'kalau', 'partai', 'dukung', 'rapat', 'gemoy']",0.0,netral
DNTRahma,@doncharbone @RomitsuT Ngliat videonya nyampe tuntas ga? Di situ udah dijelasin pemateri juga menanyakan selisih suara yang tidak masuk ke KPU itu apakah pemilihnya golput atau tidak,@doncharbone @RomitsuT Ngliat videonya nyampe tuntas ga? Di situ udah dijelasin pemateri juga menanyakan selisih suara yang tidak masuk ke KPU itu apakah pemilihnya golput atau tidak,@doncharbone @romitsut ngliat videonya nyampe tuntas ga? di situ udah dijelasin pemateri juga menanyakan selisih suara yang tidak masuk ke kpu itu apakah pemilihnya golput atau tidak,ngliat videonya nyampe tuntas ga di situ udah dijelasin pemateri juga menanyakan selisih suara yang tidak masuk ke kpu itu apakah pemilihnya golput atau tidak,"['ngliat', 'videonya', 'nyampe', 'tuntas', 'ga', 'di', 'situ', 'udah', 'dijelasin', 'pemateri', 'juga', 'menanyakan', 'selisih', 'suara', 'yang', 'tidak', 'masuk', 'ke', 'kpu', 'itu', 'apakah', 'pemilihnya', 'golput', 'atau', 'tidak']","['ngliat', 'videonya', 'sampai', 'tuntas', 'tidak', 'di', 'situ', 'sudah', 'dijelasin', 'pemateri', 'juga', 'menanyakan', 'selisih', 'suara', 'yang', 'tidak', 'masuk', 'ke', 'kpu', 'itu', 'apakah', 'pemilihnya', 'golput', 'atau', 'tidak']","['ngliat', 'video', 'sampai', 'tuntas', 'tidak', 'di', 'situ', 'sudah', 'dijelasin', 'materi', 'juga', 'tanya', 'selisih', 'suara', 'yang', 'tidak', 'masuk', 'ke', 'kpu', 'itu', 'apakah', 'pilih', 'golput', 'atau', 'tidak']","['ngliat', 'video', 'tuntas', 'tidak', 'situ', 'dijelasin', 'materi', 'tanya', 'selisih', 'suara', 'tidak', 'masuk', 'kpu', 'pilih', 'golput', 'tidak']",-1.5999999999999999,negatif
YahyaAriel5,@AssegafAlbar Jgn sok jagoan kawan...ntr mata lu buta ke duany.... baru nyahok lu....nggak kapok-kapok....udah bau tanah msh sok jagoan....slm golput sejati 5 jari...,@AssegafAlbar Jgn sok jagoan kawan...ntr mata lu buta ke duany.... baru nyahok lu....nggak kapok-kapok....udah bau tanah msh sok jagoan....slm golput sejati 5 jari...,@assegafalbar jgn sok jagoan kawan...ntr mata lu buta ke duany.... baru nyahok lu....nggak kapok-kapok....udah bau tanah msh sok jagoan....slm golput sejati 5 jari...,jgn sok jagoan kawanntr mata lu buta ke duany baru nyahok lunggak kapokkapokudah bau tanah msh sok jagoanslm golput sejati jari,"['jgn', 'sok', 'jagoan', 'kawanntr', 'mata', 'lu', 'buta', 'ke', 'duany', 'baru', 'nyahok', 'lunggak', 'kapokkapokudah', 'bau', 'tanah', 'msh', 'sok', 'jagoanslm', 'golput', 'sejati', 'jari']","['jangan', 'sok', 'jagoan', 'kawanntr', 'mata', 'lu', 'buta', 'ke', 'duany', 'baru', 'nyahok', 'lunggak', 'kapokkapokudah', 'bau', 'tanah', 'masih', 'sok', 'jagoanslm', 'golput', 'sejati', 'jari']","['jangan', 'sok', 'jago', 'kawanntr', 'mata', 'lu', 'buta', 'ke', 'duany', 'baru', 'nyahok', 'lunggak', 'kapokkapokudah', 'bau', 'tanah', 'masih', 'sok', 'jagoanslm', 'golput', 'sejati', 'jari']","['jangan', 'sok', 'jago', 'kawanntr', 'mata', 'buta', 'duany', 'baru', 'nyahok', 'lunggak', 'kapokkapokudah', 'bau', 'tanah', 'sok', 'jagoanslm', 'golput', 'sejati', 'jari']",-4.0,negatif
haechihunnie,@enjoyeries kmu yah golput,@enjoyeries kmu yah golput,@enjoyeries kmu yah golput,kmu yah golput,"['kmu', 'yah', 'golput']","['kamu', 'ya', 'golput']","['kamu', 'ya', 'golput']","['kamu', 'golput']",1.0,positif
Agustus4892,@Bang_Garr @SneakyGems @Echochadser @Athena_XBT Bismillah golput https://t.co/RtqnWos9BG,@Bang_Garr @SneakyGems @Echochadser @Athena_XBT Bismillah golput https://t.co/RtqnWos9BG,@bang_garr @sneakygems @echochadser @athena_xbt bismillah golput https://t.co/rtqnwos9bg,bismillah golput,"['bismillah', 'golput']","['bismillah', 'golput']","['bismillah', 'golput']","['bismillah', 'golput']",1.0,positif
enjoyeries,@haechihunnie ble yg gable itu golput,@haechihunnie ble yg gable itu golput,@haechihunnie ble yg gable itu golput,ble yg gable itu golput,"['ble', 'yg', 'gable', 'itu', 'golput']","['ble', 'yang', 'gable', 'itu', 'golput']","['ble', 'yang', 'gable', 'itu', 'golput']","['ble', 'gable', 'golput']",1.0,positif
CrocoDeljagung,@sakurazyy @mediocrickey Jadi lebih baik golput atau membuat perubahan?,@sakurazyy @mediocrickey Jadi lebih baik golput atau membuat perubahan?,@sakurazyy @mediocrickey jadi lebih baik golput atau membuat perubahan?,jadi lebih baik golput atau membuat perubahan,"['jadi', 'lebih', 'baik', 'golput', 'atau', 'membuat', 'perubahan']","['jadi', 'lebih', 'baik', 'golput', 'atau', 'membuat', 'perubahan']","['jadi', 'lebih', 'baik', 'golput', 'atau', 'buat', 'ubah']","['baik', 'golput', 'buat', 'ubah']",2.0,positif
funtasticsm,@Kikiandreas12 Gua golput,@Kikiandreas12 Gua golput,@kikiandreas12 gua golput,gua golput,"['gua', 'golput']","['gua', 'golput']","['gua', 'golput']","['gua', 'golput']",0.0,netral
DiestaChan,@03__nakula Cemas kau dek oke gass oke gass,@03__nakula Cemas kau dek oke gass oke gass,@03__nakula cemas kau dek oke gass oke gass,cemas kau dek oke gass oke gass,"['cemas', 'kau', 'dek', 'oke', 'gass', 'oke', 'gass']","['cemas', 'kau', 'dek', 'oke', 'gass', 'oke', 'gass']","['cemas', 'kau', 'dek', 'oke', 'gass', 'oke', 'gass']","['cemas', 'kau', 'dek', 'oke', 'gass', 'oke', 'gass']",-1.0,negatif
cemitimas71,@densatjo Binguuung asliii dah..... Katanya kalau golput gak usah nyinyirin yang milih. Laaah golput kan juga berhak menilai ,@densatjo Binguuung asliii dah..... Katanya kalau golput gak usah nyinyirin yang milih. Laaah golput kan juga berhak menilai ,@densatjo binguuung asliii dah..... katanya kalau golput gak usah nyinyirin yang milih. laaah golput kan juga berhak menilai ,binguuung asliii dah katanya kalau golput gak usah nyinyirin yang milih laaah golput kan juga berhak menilai,"['binguuung', 'asliii', 'dah', 'katanya', 'kalau', 'golput', 'gak', 'usah', 'nyinyirin', 'yang', 'milih', 'laaah', 'golput', 'kan', 'juga', 'berhak', 'menilai']","['binguuung', 'asli', 'deh', 'katanya', 'kalau', 'golput', 'enggak', 'usah', 'nyinyir', 'yang', 'memilih', 'laaah', 'golput', 'kan', 'juga', 'berhak', 'menilai']","['binguuung', 'asli', 'deh', 'kata', 'kalau', 'golput', 'enggak', 'usah', 'nyinyir', 'yang', 'pilih', 'laaah', 'golput', 'kan', 'juga', 'hak', 'nilai']","['binguuung', 'asli', 'deh', 'kata', 'kalau', 'golput', 'enggak', 'usah', 'nyinyir', 'pilih', 'laaah', 'golput', 'hak', 'nilai']",2.0,positif
ZuraidaAbd588,@Pemburu0077 @DokterTifa Aku selalu golput.baru kali ini aku ikut milih.itu krna Abah yg mau jdi presiden.kl bukan krna abah.aku tetap golput.,@Pemburu0077 @DokterTifa Aku selalu golput.baru kali ini aku ikut milih.itu krna Abah yg mau jdi presiden.kl bukan krna abah.aku tetap golput.,@pemburu0077 @doktertifa aku selalu golput.baru kali ini aku ikut milih.itu krna abah yg mau jdi presiden.kl bukan krna abah.aku tetap golput.,aku selalu golputbaru kali ini aku ikut milihitu krna abah yg mau jdi presidenkl bukan krna abahaku tetap golput,"['aku', 'selalu', 'golputbaru', 'kali', 'ini', 'aku', 'ikut', 'milihitu', 'krna', 'abah', 'yg', 'mau', 'jdi', 'presidenkl', 'bukan', 'krna', 'abahaku', 'tetap', 'golput']","['saya', 'selalu', 'golputbaru', 'kali', 'ini', 'saya', 'ikut', 'milihitu', 'karena', 'abah', 'yang', 'mau', 'jadi', 'presidenkl', 'bukan', 'karena', 'abahaku', 'tetap', 'golput']","['saya', 'selalu', 'golputbaru', 'kali', 'ini', 'saya', 'ikut', 'milihitu', 'karena', 'abah', 'yang', 'mau', 'jadi', 'presidenkl', 'bukan', 'karena', 'abahaku', 'tetap', 'golput']","['selalu', 'golputbaru', 'kali', 'ikut', 'milihitu', 'abah', 'mau', 'presidenkl', 'bukan', 'abahaku', 'tetap', 'golput']",1.8,positif
AsepWitoko,@parlinburman84 @Bebque__ Golput ga boleh ikut2 ,@parlinburman84 @Bebque__ Golput ga boleh ikut2 ,@parlinburman84 @bebque__ golput ga boleh ikut2 ,golput ga boleh ikut,"['golput', 'ga', 'boleh', 'ikut']","['golput', 'tidak', 'boleh', 'ikut']","['golput', 'tidak', 'boleh', 'ikut']","['golput', 'tidak', 'ikut']",0.8,positif
